,P_abs,T_l,A_l,V_gc_ind,FqFm,R_ch,L_air,L_epidermis,Vac_frac,T,R,N_gcs,n,m,r,s,C_apo,A_closed,A_open,ATPase
10,0.9346439483771266,0.00017458139249190087,1.0,3.4748520168502485e-12,0.8077828109119234,0.052953529302215196,0.3499937421893301,0.19528524608054504,0.8696287293194112,290.3236608949053,0.08205,716619648.8600667,2.0594907733970085,0.811637354357732,5.015894178049679e-14,2.3766760361367186e-13,0.036877118566759175,2.494017633579589,2.9449034786908754,11.70590571516517
11,0.8574789222501713,0.00020794312683438014,1.0,4.097647898180753e-12,0.827833642997146,0.056991768323440495,0.3306027412881193,0.21420822766091316,0.7551291724664987,289.89658626775787,0.08205,868447662.414078,2.425622000676165,0.9957565140631908,6.654869629739304e-14,1.6192805916848466e-13,0.02420113384838643,2.673069818296642,10.565425446076452,16.995468262384303
12,0.9845852136277293,0.0001788519742960863,1.0,1.645642379065228e-12,0.8319727668254531,0.1628235937171009,0.20377276716465964,0.17697688224692504,0.8411314914645134,294.74443094696244,0.08205,886174278.8806034,1.819269259690119,0.9881858468711812,6.152425813799892e-14,1.977631808524498e-13,0.03188286988511294,2.9172008538044416,4.7430249729948475,0.5978207602751041
13,0.9238445499761127,0.00021558523439648198,1.0,1.2099091266948575e-12,0.8957280512603428,0.17552827547736458,0.2610838365866299,0.1627145928197941,0.7896548207582884,285.567533654317,0.08205,932618853.3341528,2.1044110874326085,0.8890877073792511,5.662520017676466e-14,2.9956586246637785e-13,0.030487174929761836,3.752934433748884,8.618429084274371,12.249421644526278
14,0.9607015721855692,0.0002087413710793379,1.0,2.063599912927607e-12,0.8642881077013466,0.174329800626612,0.2805591346032317,0.16888450177141007,0.8763226575351549,294.67727588895224,0.08205,603860853.3533565,1.7443423375310765,0.8948672926715122,6.050237895864122e-14,1.973603400590954e-13,0.02773837286415085,1.738467979311188,8.734071556161195,5.527799962373096
15,0.8636664056827386,0.0001783354484524213,1.0,1.1499674019576226e-12,0.8923533719451507,0.049698456185284644,0.2766734929504596,0.22595667565000443,0.7885761221587735,286.5334786760102,0.08205,232659222.55172864,2.072314358896028,0.8724181408221047,6.897325084122599e-14,1.0804483384369107e-13,0.026278480756517075,3.039443427458617,11.061811452232195,6.546013923860223
17,0.9459348975493207,0.00020994532760357422,1.0,3.791691453655212e-12,0.8227906458768204,0.12816532805923103,0.25404114676173595,0.2123770627601264,0.8498938039115136,285.78260907523463,0.08205,599097612.0528488,1.6804265600454895,0.8731069894696245,5.1663368280146107e-14,1.9895166349336998e-13,0.0326219866163935,3.547704218977098,7.565093307658089,16.01173447834017
18,0.8134768748004626,0.0002290909530053562,1.0,1.4282364817792209e-12,0.8491804748591196,0.14574549718613974,0.23808006696421796,0.1459083113437144,0.7655392519186326,293.57101497146766,0.08205,888337294.831274,2.063820787247481,0.8973840172536126,6.514872281778e-14,2.237518678841262e-13,0.02794526122020296,3.188773337390216,10.549054821158709,4.313786021855959
19,0.8456069958014497,0.00017209412393771905,1.0,3.5085463165807073e-12,0.8198797513779162,0.07667392734547218,0.31832969506376185,0.1881519234501578,0.7713587247096888,292.4136180899365,0.08205,1025156927.5155481,2.39704305512465,0.9244695375042317,7.097264072486008e-14,1.746873353406125e-13,0.033108967348018326,1.1853737158769615,10.985339726467306,5.7657616075510205
20,0.9150832130375155,0.00023603492905692244,1.0,1.6348644028495135e-12,0.8864008762962579,0.1614418739360435,0.2952844795850538,0.2328731911015702,0.8092157247548345,283.68623062884876,0.08205,1046632350.6552554,2.0332079852101272,0.8426774840747817,5.1211799330920026e-14,2.449672009987075e-13,0.035208218099266525,2.323801582434337,5.1405987772744925,2.43807706058065
21,0.8451216811939619,0.00021348228978000837,1.0,1.6578584344130123e-12,0.8620816061317498,0.17675692964492173,0.29469474186937983,0.18080576973392914,0.8151086379066353,284.1588025044139,0.08205,877994438.6626681,1.7927172309161221,0.83280849850954,7.742458515184862e-14,2.2659813162953112e-13,0.027180359123888297,3.6980790954066802,4.831337695010525,7.960011716515563
22,0.9206139071708119,0.00018759635297244313,1.0,1.889804205730391e-12,0.8602330834281292,0.045867982521941034,0.24788139522392566,0.20143483074864516,0.8589474402140463,296.9023597426046,0.08205,275702801.58244735,1.61494871473211,0.918890702560377,5.14018764626254e-14,2.2278121915816358e-13,0.03336694743806066,1.1175230977340886,6.180794775453256,0.6644447415385852
23,0.9145083147492261,0.00017040360585989832,1.0,2.674576028409833e-12,0.8644794049601447,0.04490446140561746,0.245594125997224,0.13287266205277115,0.8763033614133039,297.65055353470467,0.08205,587657582.0099986,2.016805288634196,0.899291573136313,6.175510459008843e-14,2.519537726348399e-13,0.029653812088311596,1.8550013190133543,4.472045375426438,0.8047150347499746
24,0.9636634474117969,0.00017505697090936748,1.0,3.8679792963777044e-12,0.876775918092033,0.1433717138316574,0.2652972899339867,0.20673488922922253,0.7747035959521698,290.1057360698318,0.08205,908362316.2336189,1.5272468360497962,0.9039360754963263,6.780183740958035e-14,1.220882769222153e-13,0.023947915720354353,2.6568880613322103,10.602799180553482,5.439511691558072
25,0.866161074058283,0.00019358322923445536,1.0,2.5173196138125472e-12,0.8361255245677293,0.0975898200289328,0.30504585661058203,0.1170860176445487,0.7903774522755949,288.695442708289,0.08205,946411090.7619723,2.197498925321749,0.9650932254175005,5.291477731670182e-14,2.560281819614713e-13,0.03465373418309606,1.3186024300793557,2.9355893777094897,13.271952971670657
26,0.9556749210812502,0.0002380236317801059,1.0,9.286218361815638e-13,0.8981051869490948,0.057385109518069674,0.21601769128798282,0.21357233067049813,0.880565312598246,294.5737989125944,0.08205,600643432.2545271,1.6864378844460453,0.9958703760763994,7.920073469847982e-14,2.5416070952676543e-13,0.026164934928949755,1.5671388205389238,8.420810756727548,10.274296970387319
27,0.9854522427271151,0.00019027468958091013,1.0,2.8195236906845183e-12,0.88808190079027,0.17375138453193015,0.2763546617253828,0.16032538599867913,0.7832508653171235,285.51020368737966,0.08205,480099643.54933226,2.3044214186792322,0.9163180351049425,5.962587466198181e-14,1.6827395968686356e-13,0.034031943706431346,2.1167436036371003,11.53288360776845,12.000749780567155
28,0.9724231296002572,0.00021936401043680184,1.0,1.6636252864371335e-12,0.8069343849676788,0.13068961695590542,0.30363103396296753,0.12155655177085431,0.7742358739578588,290.0504114601199,0.08205,1120615133.8812904,1.7225617373648319,0.8342504005672564,7.503875676297118e-14,1.1950295742603875e-13,0.024891986374351766,2.391584676451896,8.982138660521372,10.476128656446264
29,0.8511655775476685,0.00021954870641950616,1.0,4.0708134345332926e-12,0.8547130831314617,0.09213318417490646,0.3238941258294985,0.12382213121020454,0.8364988110226143,292.6336043068363,0.08205,1123790014.7820768,2.355442513431581,0.8345119955969182,7.274617964564141e-14,2.8411717178215815e-13,0.03228208671527539,2.6163040045627866,9.265036485067037,11.541786607616853
30,0.9884055787659033,0.0001816469799017376,1.0,1.1244728328607648e-12,0.8807548021386694,0.14365155669622676,0.3575303608387499,0.17441895895209736,0.7556490525638766,297.3543601194833,0.08205,731046558.0380565,2.4570361256334325,0.9744570949218537,5.529391969007917e-14,2.79158178607219e-13,0.02508860642105304,1.4815298064250788,4.884321563466786,2.1792513311948962
31,0.8402727057085829,0.00021403663113994133,1.0,3.670572244061311e-12,0.8651915062044182,0.07934389673246253,0.3145392245770887,0.142866407098166,0.8256434862734893,293.36109061097704,0.08205,1132464481.7210526,2.2918754252178024,0.9825883236751534,5.6210492232910205e-14,1.2592877560608236e-13,0.03072815678565686,2.665772777528462,10.794792132804918,7.70120860196549
32,0.9339075711315638,0.00017064294587531968,1.0,1.177798214937022e-12,0.8859627675193951,0.08790122527735195,0.31539411276251417,0.1625614417975682,0.8179938468149117,288.4288640569591,0.08205,640541111.3623587,1.7868365260490329,0.8458230461911247,6.194714037439847e-14,1.866810618531662e-13,0.02804678028685002,3.715578647365163,9.067342579995735,7.091801691912506
33,0.8750212827934383,0.00019703233987384576,1.0,1.2834001107151551e-12,0.8921262033247239,0.07854960305378156,0.2984847436114613,0.12966129847243105,0.8565279956650819,285.46730566925265,0.08205,374360391.32968384,1.8616919431049743,0.9094476569573025,7.331934573813815e-14,2.301011688325063e-13,0.028485184201595036,2.7372616376380243,11.764828269994595,0.1382887819818381
34,0.9696765316081364,0.00019226460276513063,1.0,3.6920500891728826e-12,0.8623543040776741,0.140135606292422,0.2718443884782209,0.1894282361407658,0.8649853068422364,285.12928154994063,0.08205,1110511990.5247986,1.5887735659962363,0.9493734809941891,5.089869907320177e-14,1.8694175838203078e-13,0.032909487101718066,2.9609343156691077,10.17927304753675,5.323989009428671
35,0.9018310523851576,0.0002335600721630867,1.0,3.6441746134213924e-12,0.8819986566237267,0.13958989874587677,0.18616041964232932,0.20984078894121005,0.7627499872657618,295.1817292236902,0.08205,1106533208.7887716,2.1157575854856936,0.8474181828111842,6.923324487013116e-14,1.937475773919813e-13,0.02877277560964223,3.2606494640388473,5.921682105355288,16.235760488355474
36,0.8588338418292011,0.00018568100551361006,1.0,3.387552858584631e-12,0.8840326018941076,0.13885442930737052,0.2849315292439428,0.13765115435796685,0.7566178396731877,294.3086472532929,0.08205,621104002.0534382,1.759610547396958,0.85561047374915,7.851598577402165e-14,1.7336697590788158e-13,0.0267231626954127,3.7091946463498258,4.420574535368098,3.7490485751678757
37,0.8813256572501674,0.0002074888516357375,1.0,3.720041658892956e-12,0.8647461194176994,0.0729280391354187,0.3086897828841006,0.20111847998721236,0.8427647212401996,288.38385503656565,0.08205,522049132.7857559,2.3420450287289376,0.8033628426848244,5.900505373748168e-14,1.180678918395627e-13,0.023167032382249576,1.8714076853023411,6.890995385792686,16.88354061626817
38,0.8737325106825024,0.00022580778479833405,1.0,1.0685089936120364e-12,0.7912777386447889,0.13031507503315243,0.31769479069100026,0.11231005181132092,0.8603426644518389,297.46701124563066,0.08205,1026138279.581734,2.3380056602646677,0.9969662697469245,7.843300123441846e-14,1.4688280726104496e-13,0.027796101325269194,2.4330967869545934,6.138898229104777,5.816129200465657
39,0.8945541477028168,0.00022879962942284443,1.0,1.5037504517735271e-12,0.8446451682123377,0.16612325505961553,0.2468911345897934,0.10493697410362049,0.7949086455516937,296.76828088153513,0.08205,658073539.0829904,2.305194469655709,0.9630735076865586,7.059594794473544e-14,1.432984087943933e-13,0.03467904540639177,2.757221527274956,2.792654821288136,8.846856922984117
40,0.9183611245739308,0.00019596455463480368,1.0,1.312629950873713e-12,0.8051254181221674,0.10027485587383424,0.2938798602599791,0.15987158775621724,0.84234715231344,285.6612709930222,0.08205,847191357.9246153,1.886944178923292,0.9996572078938597,6.452345829352886e-14,1.3657672893170162e-13,0.03283571326682074,1.664693870078193,3.5805349398801036,8.676194626497608
41,0.9041911771118889,0.00018394329736945615,1.0,3.982189248119143e-12,0.8755550799381979,0.035467507794061534,0.36847246030134645,0.1561655776540795,0.8196159540324995,295.9647355539529,0.08205,461754069.85244375,1.6735807171548962,0.9802866244601036,6.04137934988519e-14,1.6555529934994728e-13,0.03531942644101132,2.840099813959618,8.02480675819238,15.862377607602506
43,0.8167490933120618,0.00021296869289377026,1.0,3.1675948981382364e-12,0.8825571468596616,0.052217723997132134,0.28162289134091,0.22346680135743469,0.7733643559438997,293.617896633882,0.08205,388136178.09576344,2.121974889986987,0.9965522129680726,6.984619895444093e-14,2.9214540560000466e-13,0.0325363714646662,3.2816329734342724,5.72509114244659,6.607360748464214
44,0.9246948070224803,0.00023367258502291892,1.0,3.5156110205974035e-12,0.8566740415458513,0.1092366131461549,0.3024979810219192,0.21906910065225216,0.8634791932052767,294.5352610317918,0.08205,866648440.9902153,2.2129731833872874,0.9229842111256892,6.086939444848757e-14,2.1990214388090419e-13,0.03164970631208783,3.2529819195628678,5.88046978422261,6.687260770774509
45,0.9513565592224711,0.00019523651737716363,1.0,3.987076234552683e-12,0.8894163292884397,0.09624083768888696,0.3355652724839322,0.15429103302239125,0.8885290091319354,291.3166183549428,0.08205,173183135.8753165,2.0870041525101923,0.8121283274130605,6.989410853834613e-14,1.0588736035118792e-13,0.027376095454796176,1.5412721488043863,8.280879330867439,16.077155552857004
46,0.9589892372599301,0.00022233002779300755,1.0,2.347494202571054e-12,0.8639871271025145,0.10844311226164326,0.29150497312111323,0.10371433951802493,0.8792169271902904,287.30268660006334,0.08205,761777949.3066013,1.6546297216199257,0.9892312116561116,7.026536411135419e-14,2.2629094685367155e-13,0.030947313549800425,1.8411659755523762,4.023676322698785,9.33311443038581
47,0.953286913194033,0.00018982442280155394,1.0,1.0954177184463353e-12,0.8372959958292628,0.09588990514088366,0.2211575033492557,0.1440975670117127,0.8482182353244572,294.8614881211957,0.08205,404603210.4842808,1.5615413407742524,0.8857429072922842,6.034289362905676e-14,2.1643559608262183e-13,0.03075801955328416,2.78242080297316,11.453144374063426,12.873171456630514
48,0.8973726246998659,0.00020742900455459904,1.0,2.4677612887812784e-12,0.7957432920223196,0.1337731037989513,0.27753368155873376,0.12980237541873071,0.796149046277302,289.6570171280745,0.08205,887687965.802271,2.2492515879314654,0.9567729820895904,5.362107307101168e-14,1.3271505518344404e-13,0.0300786574166889,2.421817061633846,6.256059274968852,16.01740651087282
49,0.818298244230108,0.00022712679496930568,1.0,3.445530252830474e-12,0.8832766406203467,0.07355073317945715,0.3373199137404793,0.18676741614440528,0.770042471858225,293.25286293876025,0.08205,989660408.9024371,1.7263431210800013,0.9771158353414505,7.434028576238929e-14,1.3410886870910454e-13,0.024419990179177467,2.4466999720427105,3.7750002283945165,16.129065558330662
50,0.8729827660365878,0.00017087707437050186,1.0,1.0117032279636137e-12,0.8583299056513753,0.1675805281385337,0.28688519590496864,0.17209166238228807,0.8963093862082498,287.9640413438979,0.08205,229230228.08083665,2.240613759721504,0.8062080745167616,6.80289107123687e-14,2.916255179454971e-13,0.02320588522636309,2.2405880314010793,8.916562363815057,2.974676630913705
51,0.9055496901714905,0.0002040907279844925,1.0,2.786360288348311e-12,0.8805242696217451,0.15353083899598075,0.2500327892231713,0.18692919319802362,0.8022806669839861,283.9565015033551,0.08205,973283933.5820335,2.2227452501605076,0.9600054403354263,7.696815668455078e-14,2.473776879418035e-13,0.025316697456030175,1.7634618193211047,10.97494699578729,10.518569622514487
52,0.8802667310734962,0.00018992071920469843,1.0,4.925086455468255e-13,0.8325193835849815,0.15261087643636834,0.28782932939305467,0.1848093882176638,0.857040424290094,297.80223314367,0.08205,1119865816.6111703,2.432689798440278,0.8193234884833994,7.436457648586867e-14,2.7729397805499953e-13,0.03334643146801887,3.747932435365861,7.290287355122516,1.0828698043693212
54,0.9151448586709952,0.00019776839532663625,1.0,2.9854951209750156e-12,0.8593163263271089,0.11139099034114387,0.20977638421773642,0.1830183545623973,0.829202569691489,292.5617067112354,0.08205,414285721.98021483,1.9065630634517015,0.8451218600272024,7.531775198553363e-14,2.8787370617198666e-13,0.027444586716029375,2.91335877191903,9.010963056193836,15.132748242407393
55,0.9185919366496809,0.00019455011805529296,1.0,6.122255655420296e-13,0.8255656242594464,0.10378888322735745,0.32009363489284487,0.18140294948702587,0.852831064722399,297.5172517389793,0.08205,787872890.3361248,2.094843938589867,0.9614255285711621,7.481979321729031e-14,2.5584124960590015e-13,0.035062622149899844,2.9266629349979367,4.830426438484326,15.12297723495687
56,0.855687334775542,0.00017220485617109292,1.0,1.5168539886751718e-12,0.8703688043514084,0.17906169646232725,0.36254823020320226,0.23465824577562933,0.8461684739495167,297.88673892348595,0.08205,808110648.4547484,1.9697773676879167,0.9646288559934071,7.235090272429936e-14,2.5551289460316657e-13,0.024037655000712872,3.046907522575902,11.222303631518665,12.406355938052645
58,0.9350605209935197,0.0002159938989550628,1.0,1.0202731424871923e-12,0.8850681336841291,0.12227933715723246,0.23044477895988522,0.12886061621970454,0.813299156371627,283.6913274017049,0.08205,1000908230.1624895,1.5476591278107124,0.9422291106351125,7.869692578227451e-14,1.8431407858162372e-13,0.023083809067735692,3.06755663455488,6.353637370194472,11.820465707640723
59,0.9615156888595573,0.00023340749020188466,1.0,1.6514150111978168e-12,0.8606324968534328,0.1831077237923446,0.27612118651209366,0.176117598196859,0.8485086364820479,291.18394357628006,0.08205,459681709.5852593,1.8647345043429577,0.9413589757200895,6.524226568016847e-14,1.8045565874903712e-13,0.027000651376450087,2.1109250448790324,5.071530441141752,1.3837640042881274
60,0.8882878643561001,0.0001885453088179523,1.0,3.6484747749402936e-12,0.8675544673190208,0.04094197240023249,0.18993678281735746,0.18607040317027723,0.8930691848137113,291.7215666705233,0.08205,411911964.2089134,1.5842459727679725,0.8998068651806002,6.346780394877137e-14,1.413410231449871e-13,0.03415104168310246,1.8646406938079099,3.336327104920916,1.6918495533513458
61,0.8447949337317285,0.00018430223871882936,1.0,2.530805656730311e-12,0.8952898462491428,0.1073261670470478,0.2596516968679566,0.19736683621841744,0.8074606126763159,295.64015314975563,0.08205,391235882.847698,1.594373591223523,0.9732198906248253,7.244982887292776e-14,1.0837196594902225e-13,0.023028889265793745,2.880989730572668,11.277240008530118,5.466434013616354
62,0.8354228750857018,0.00022990189851426242,1.0,1.7015769182223332e-12,0.8997177304803397,0.06384203827194213,0.2056139188146625,0.1740699975602541,0.8384782716360448,288.55994954555865,0.08205,211646872.940926,2.1357390176883744,0.9659264629307652,5.347779435063734e-14,1.4533439298378903e-13,0.03479793067094306,1.6731826250939803,11.938622071563376,9.54243522665732
63,0.8780657375872729,0.00018846587267599003,1.0,1.2346783968897632e-12,0.8730244577334959,0.13561654557337433,0.20833868442495998,0.23159477961488328,0.8889480613902029,290.61868090999457,0.08205,632670112.3119115,2.2074056250699616,0.9711939051000142,6.737053726004916e-14,1.0366296575077295e-13,0.027151901194186118,2.478096011746905,8.366583472060867,11.096064438510483
64,0.9397872607182831,0.00022649436302022227,1.0,2.2198335912887933e-12,0.8635631800292825,0.10643800382288454,0.25629838495076046,0.16172576385619014,0.838631049604748,295.919277863716,0.08205,1070220455.3865352,2.088978309068353,0.8200102406893164,6.81380540783818e-14,2.624282596343043e-13,0.02869647451013428,1.5108458719237283,5.0077019210522575,1.3098496087941272
65,0.8821607480622542,0.00020377279484457998,1.0,2.3638629661547546e-12,0.8550016834113681,0.0658805843770642,0.19688105958821744,0.19976150962205413,0.7547791601640527,294.95863438455876,0.08205,734128194.8124222,1.6283888146422576,0.9991931685340383,5.60570886300624e-14,2.3504470290356083e-13,0.03255364855639502,1.1573713890170494,10.763547919380393,8.829185414681431
66,0.8899314759862976,0.00018256884022773998,1.0,1.9180998076985316e-12,0.819506716885846,0.07380360196450979,0.3224170321919196,0.14448215950394155,0.8843714754502494,296.1163438929841,0.08205,496677165.58659023,1.7322428585993146,0.8916519865366902,5.196141822317875e-14,2.5842099666732026e-13,0.02845911415894979,2.906751523687954,6.854312924879134,5.6460469586360436
67,0.9029808459330909,0.00020118135560724177,1.0,9.907140006874497e-13,0.8286266276036153,0.16070695144382063,0.31016081189544,0.1780918363454665,0.8869975826520062,290.82915870363814,0.08205,740191483.9934705,2.3545001670005523,0.8403315473564853,7.485792855203342e-14,1.9910203926583358e-13,0.03101297172216838,1.6474408244358265,8.948865787455091,5.972116580175848
68,0.8110177940589443,0.00021329927694210693,1.0,3.957619587570624e-12,0.7908405003870121,0.171331099380329,0.28945794265671865,0.10508112113488248,0.8218386684286263,286.3584260975259,0.08205,1093146426.1900396,2.3270315402683703,0.9307853819521963,7.73544165988744e-14,2.355346965019873e-13,0.025936273296293593,1.4085747609841963,7.337433416690685,4.53853304755006
69,0.9498583392142049,0.00023916777217619075,1.0,2.134531237655277e-12,0.8029160485038793,0.18248715100465437,0.35206097080218235,0.12995360155582925,0.7785807057225843,286.13250043978246,0.08205,606486393.6689787,2.2735493613740148,0.8174222624686966,5.968580285537046e-14,2.8924959161869834e-13,0.023297169076548354,3.222974808307285,4.5920085907350465,14.66246208331836
70,0.9001982740693892,0.00017147743337009901,1.0,1.3073697647854659e-12,0.8640875886104757,0.11162182914699507,0.27170792869171767,0.23520443401459648,0.8883959846555508,285.30006573633347,0.08205,1081861415.951332,2.3621629143653173,0.9808196293013667,7.726085312002003e-14,1.6726813300229767e-13,0.02702785552674595,1.197692866873941,7.967710500419605,8.122888963910054
71,0.8517170010311397,0.0001778844428602652,1.0,1.5310123205324352e-12,0.8749753078232686,0.1513837867574352,0.20687464983497753,0.1924462734556945,0.867694313670301,296.73982504104305,0.08205,919870342.6170332,1.825465976365201,0.8634432869995874,6.351080352159135e-14,2.091164151655819e-13,0.029010510714992284,2.9743616642085855,10.72962224921418,5.629640047316484
72,0.8258464336957752,0.00019309985566277356,1.0,2.792745131581724e-12,0.890497840315726,0.1546854307340913,0.3656231434831176,0.21729211969730405,0.8558424663883164,296.809325326054,0.08205,1068734325.7402217,2.1914540913697707,0.9349780651942826,7.499903923751697e-14,2.7379764242603165e-13,0.026872412427718987,2.3419788593733273,9.710692077695564,3.0787336620048387
73,0.9356339595823733,0.00017113748829431337,1.0,3.814237106674475e-12,0.8956698613263514,0.04831250978819222,0.2926518100355636,0.1207706834418493,0.8158859813159962,285.687190612658,0.08205,853010605.4323707,1.6744095378206194,0.860938897904073,7.538913732585195e-14,2.972331992808274e-13,0.024613278821292422,3.6870296146601937,8.196949726466729,8.256161613122867
74,0.9442929678494613,0.000170936378261106,1.0,3.795738762684825e-12,0.8614834805204467,0.05899778359595108,0.22327445406670937,0.10430212508627244,0.7988897175181979,296.0166898485864,0.08205,326541164.2209133,1.9758078840456954,0.9736476290035262,7.600538652018488e-14,2.2448978269011404e-13,0.03108635000620886,1.8165698924357352,5.558916795979506,11.762861989235816
75,0.8471388937365567,0.0001939190537091978,1.0,5.15171742723931e-13,0.8494545737418218,0.1349234400900852,0.3231143085495874,0.2191912645477016,0.8356718791793757,284.01269049526366,0.08205,242285828.01703596,1.9964890574276069,0.8956127524149735,5.314396427426751e-14,2.0567859617337776e-13,0.02894022554018418,2.8370068787813336,8.857483111055366,12.305125721741463
76,0.9738217707693013,0.00023461660053878763,1.0,1.8151151686145099e-12,0.8537572741986025,0.08617618397118675,0.20588789566520183,0.1277880739148267,0.8051557434433952,290.8914137238183,0.08205,738806079.0561427,1.8778439885340976,0.941894442530647,6.904481362821427e-14,2.1675268322676938e-13,0.027406224484250577,3.1456465837643055,5.444250349840219,7.742342725603816
77,0.816961991987381,0.00017074549250574407,1.0,1.0614328353162071e-12,0.885845390524756,0.15213156498291874,0.3607236330285759,0.18906377169408004,0.8059270920615096,285.62612928154175,0.08205,842416937.898244,1.7023579835406153,0.8323298122654577,6.157981714421998e-14,2.5104432133668513e-13,0.02795072964274904,3.583371547007441,9.024087549630899,6.105078392536967
78,0.9190058840069331,0.00020301255186559443,1.0,4.041421874932121e-12,0.8281059452251508,0.1056658552547215,0.3607806691749043,0.11972944112658296,0.881347586699015,286.8593518540719,0.08205,1142398167.1733866,1.8422823812582838,0.9274883204741704,6.094125520317842e-14,2.341123273602845e-13,0.031989127642238546,3.5738145126256384,10.839869844526358,15.250205684626199
79,0.8930971759981703,0.0002390325038581329,1.0,3.011119790582651e-12,0.8883170766517613,0.1784230026894467,0.3074394489830341,0.16473731716449133,0.8278931885082773,291.1124072214616,0.08205,341538403.23372716,1.6606845266128407,0.8539721620027073,5.72203876364039e-14,1.5531368273272218e-13,0.028031007648343365,2.884585121370261,6.251903514367299,11.269185745307563
80,0.9555365601752861,0.00022128836329163737,1.0,1.267787164698607e-12,0.8506938171043671,0.15946993966151318,0.23990439491087967,0.1123267143616593,0.7983526923212593,284.57203400316615,0.08205,1014719324.4873835,2.3299761639415877,0.991819305918028,5.733713393585951e-14,1.616109464246607e-13,0.03423001071851231,2.6750920884565126,4.259579240449005,2.6494993518529952
81,0.8753069526465835,0.00018519937363829295,1.0,1.3877010753314608e-12,0.8930483221607405,0.1621346544798288,0.27412153291132946,0.17961760433139717,0.7711038104852225,284.9436568988072,0.08205,1060481788.5809594,1.8721944744113856,0.9480831084055542,7.78971496149765e-14,1.2459160775847693e-13,0.02868721684733667,2.180150479658563,6.057379097481059,13.8227075278782
